ID,SMILES,Cluster,UMAP1,UMAP2,UMAP3
465,N[C@H]([C@H](N)C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,8,-0.89773655,-1.0349687,4.8896275
466,N[C@@H]([C@H](NS(=O)(C1=CC=C(C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,8,-0.51763505,-1.3210329,4.686885
467,CN[C@@H]([C@H](NC)C1=CC=CC=C1)C2=CC=CC=C2,8,-0.9287276,-0.9826506,4.946461
468,CN(C)[C@@H](C1=CC=CC=C1)[C@H](C2=CC=CC=C2)N(C)C,8,-0.95408106,-0.9821533,4.9612713
469,N[C@H]([C@@H](N)C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,8,-0.8238287,-1.1136593,4.802097
470,N[C@H]([C@@H](N)C1=C(OC)C=CC=C1)C2=CC=CC=C2OC,8,-0.86327076,-1.0537918,4.862544
471,N[C@H]([C@@H](N)C1=CC(C=CC=C2)=C2C=C1)C3=CC(C=CC=C4)=C4C=C3,8,-0.94269836,-0.95177865,4.966641
472,N[C@@H]([C@H](NS(=O)(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,8,-0.53445566,-1.3246969,4.70173
473,N[C@H](C1=CC=CC=C1)[C@H](NCC2=CC=CC=C2)C3=CC=CC=C3,8,-0.7107382,-0.7357529,5.0075517
474,C1([C@@H](NCC2=CC=CC=C2)[C@H](NCC3=CC=CC=C3)C4=CC=CC=C4)=CC=CC=C1,8,-0.67066747,-0.6345203,5.044721
475,O=S(N[C@@H]([C@H](NS(=O)(C(F)(F)F)=O)C1=CC=CC=C1)C2=CC=CC=C2)(C(F)(F)F)=O,8,-0.517583,-1.3222783,4.692551
476,N[C@H](C1=CC=CC=C1)[C@H](NS(C2=CC=CC=C2)(=O)=O)C3=CC=CC=C3,8,-0.51227814,-1.2951871,4.693507
477,N[C@H]([C@@H](N)C1=C(O)C=CC=C1)C2=CC=CC=C2O,8,-0.93927836,-0.8693388,5.045358
478,CN[C@H]([C@@H](NC)C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2,8,-0.8765508,-1.1392514,4.8224516
479,N[C@@H](C1=CC=CC=C1)[C@@H](N2CCCC2)C3=CC=CC=C3,8,-0.87850803,-0.8610828,5.043444
480,N[C@@H]([C@H](N)C1=C(C=CC=C2)C2=CC=C1)C3=C(C=CC=C4)C4=CC=C3,8,-0.9619512,-0.932638,4.977034
481,ClC1=C([C@@H](NC)[C@H](NC)C2=C(Cl)C=CC=C2)C=CC=C1,8,-0.92282194,-0.9851261,4.9416556
482,CN[C@H]([C@@H](NC)C1=CC(C(F)(F)F)=CC=C1)C2=CC(C(F)(F)F)=CC=C2,8,-0.911833,-1.1568804,4.8190584
483,N[C@@H](C1=CC=C(OC)C=C1)[C@@H](NS(C2=CC=C(C)C=C2)(=O)=O)C3=CC=C(OC)C=C3,8,-0.5283341,-1.3095278,4.6865673
484,NC(C1=CC=C(OC)C=C1)([C@H](N)C(C)C)C2=CC=C(OC)C=C2,8,-0.81395787,-1.1305199,4.7884355
485,C1(NC2=CC=CC=C2)=CC=CC=C1NC3=CC=CC=C3,8,-0.37579438,0.09893328,5.222486
486,C1(NC2=CC=CC=C2C3=CC=CC=C3)=CC=CC=C1NC4=C(C5=CC=CC=C5)C=CC=C4,8,-0.4179819,0.1335085,5.2061357
487,C1(NC2=C(C=CC=C3)C3=CC=C2C4=CC=CC=C4)=CC=CC=C1NC5=C(C6=CC=CC=C6)C=CC=C5,8,-0.43045542,0.14228916,5.2089458
488,C1(NC2=C(C=CC=C3)C3=CC=C2C4=CC=CC=C4)=CC=CC=C1NC5=C(C6=CC=CC=C6)C=CC7=C5C=CC=C7,8,-0.4560902,0.11764998,5.20728
489,CC(C1=CC(C(C)(C)C)=CC(C(C=CC2=C3C=CC=C2)=C3NC4=CC=CC=C4NC5=CC=CC=C5C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)=C1)(C)C,1,-1.5011464,1.4021969,5.550341
490,CC(C=CC=C1C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=C1NC3=CC=CC=C3NC4=C(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)C=CC6=C4C=CC=C6,1,-1.5356224,1.4191198,5.5633254
491,OC1=CC(C(C)(C)C)=CC(C(C)(C)C)=C1CN[C@@H]([C@H](NCC2=C(O)C=C(C(C)(C)C)C=C2C(C)(C)C)C3=CC=CC=C3)C4=CC=CC=C4,1,-1.6226437,1.520691,5.430515
492,OC1=CC(C(C)(C)C)=CC(C(C)(C)C)=C1/C=N/[C@@H]([C@H](/N=C/C2=C(O)C=C(C(C)(C)C)C=C2C(C)(C)C)C3=CC=CC=C3)C4=CC=CC=C4,1,-1.6835495,1.5447785,5.388135
493,ON(C(C(C1=CC=CC=C1)C2=CC=CC=C2)=O)[C@@H]3[C@@H](N(O)C(C(C4=CC=CC=C4)C5=CC=CC=C5)=O)CCCC3,2,0.3012378,-0.6653605,11.094764
494,C1([C@@H](NCC2=C(C=CC=C3)C3=CC=C2)[C@H](NCC4=C(C=CC=C5)C5=CC=C4)C6=CC=CC=C6)=CC=CC=C1,8,-0.6835392,-0.62314785,5.0582604
495,C[C@H]1OC2=CC=CN=C2C3=C(O[C@H](C)CC1)C=CC=N3,1,-5.3286405,1.3838043,3.9084241
496,C[C@H]1OC2=CC=CN=C2C3=C(O[C@H](C)C1)C=CC=N3,1,-5.304571,1.3534381,3.9087446
497,OC1=CC=CC=C1/C=N/CC/N=C/C2=C(O)C=CC=C2,1,-3.799061,0.71209794,4.2414
498,OC1=CC=CC=C1CNCCNCC2=C(O)C=CC=C2,8,-0.9295898,-0.8385276,5.0533843
499,OC1=CC=C(O)C=C1/C=N/CC/N=C/C2=C(O)C=CC(O)=C2,1,-3.7919328,0.7146438,4.2397494
500,OC1=C(C(C)(C)C)C=C(C(C)(C)C)C=C1/C=N/C(C)(C)C(C)(C)/N=C/C2=C(O)C(C(C)(C)C)=CC(C(C)(C)C)=C2,1,-2.0469787,1.6575367,5.07682
501,OC1=[C@](C2=C(C=CC=C3)C3=CC=C2O)C4=C(C=CC=C4)C=C1,1,-2.1077478,1.2880825,4.345598
502,O[C@H]([C@@H](O)C1=CC=CC=C1)C2=CC=CC=C2,8,-0.96543425,-0.9259712,4.9954495
503,COCOC1=[C@](C2=C(C=CC=C3)C3=CC=C2OCOC)C4=C(C=CC=C4)C=C1,1,-2.2032611,1.5515367,4.6131124
504,O=S(OC1=C(C2=C(C=CC=C3)C3=CC=C2OS(=O)(C(F)(F)F)=O)C4=C(C=CC=C4)C=C1)(C(F)(F)F)=O,1,-2.3251994,1.5698426,4.890752
505,OC1=[C@](C2=C(C=CC=C3)C3=C[C@@]([C@@]4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=C2O)C5=C(C=CC=C5)C=C1C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C,1,-2.5276616,1.9496658,4.7354345
506,COC1=C(C2=C(C=CC=C3)C3=CC(Br)=C2OC)C4=C(C=CC=C4)C=C1Br,1,-2.303541,1.6456398,4.612402
507,OC1=C(C2=C(C=CC=C3)C3=CC(Br)=C2O)C4=C(C=CC=C4)C=C1Br,1,-2.32897,1.5956482,4.5993423
508,OC1=C(C2=C(C=CC=C3)C3=CC(C=O)=C2O)C4=C(C=CC=C4)C=C1C=O,1,-2.3941345,1.5702375,4.60929
509,OC1=C(C2=C(C=CC(Br)=C3)C3=CC=C2O)C4=C(C=C(Br)C=C4)C=C1,1,-2.139008,1.3058081,4.3451366
510,OC1=C(C2=C(C=CC=C3)C3=CC(C4=C(C=CC=C5)C5=CC6=C4C=CC=C6)=C2O)C7=C(C=CC=C7)C=[C@]1[C@]8=C(C=CC=C9)C9=CC%10=C8C=CC=C%10,1,-2.5724578,1.6828643,4.735522
511,OC1=C(C=CC=C2)C2=CC(C3=CC=CC=C3)=C1C4=C(C5=CC=CC=C5)C=C(C=CC=C6)C6=C4O,1,-2.4498293,1.6278285,4.639221
512,OC1=C(C2=C(C=CC=C3)C3=CC(C4=CC=CC=C4)=C2O)C5=C(C=CC=C5)C=C1C6=CC=CC=C6,1,-2.461234,1.6162875,4.6452966
513,OC1=[C@](C2=C(C=CC=C3)C3=CC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C2O)C5=C(C=CC=C5)C=C1C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6,1,-2.3843958,1.5921669,5.01138
514,OC1=[C@](C2=C(C=CC=C3)C3=CC(C4=C(C=CC=C5)C5=CC=C4)=C2O)C6=C(C=CC=C6)C=C1C7=CC=CC8=C7C=CC=C8,1,-2.5335886,1.6563176,4.712829
515,OC1=[C@](C2=C(C=CC=C3)C3=CC(C4=CC=C(C5=CC=CC=C5)C=C4)=C2O)C6=C(C=CC=C6)C=C1C7=CC=C(C8=CC=CC=C8)C=C7,1,-2.4843123,1.7204448,4.7047253
516,OC1=C(C2=C(C=CC=C3)C3=CC([Si](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)=C2O)C7=C(C=CC=C7)C=C1[Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10,1,-2.5777986,1.664346,4.73144
517,OC1=[C@](C2=C(C=CC=C3)C3=C[C@@]([C@@]4=C(F)C(F)=C(F)C(F)=C4F)=C2O)C5=C(C=CC=C5)C=C1C6=C(F)C(F)=C(F)C(F)=C6F,1,-2.4567924,1.622585,4.9080405
518,OC1=C(C2=C(C=CC=C3)C3=CC(C4=CC(C)=CC(C)=C4)=C2O)C5=C(C=CC=C5)C=C1C6=CC(C)=CC(C)=C6,1,-2.5066125,1.9536749,4.7035956
519,OC1=C(C2=C(C=CC=C3)C3=CC(C4=CC=C(C(C)(C)C)C=C4)=C2O)C5=C(C=CC=C5)C=C1C6=CC=C(C(C)(C)C)C=C6,1,-2.3992648,2.0940008,4.703468
520,OC1=[C@](C2=C(C=CC=C3)C3=CC(C4=CC=C([N+]([O-])=O)C=C4)=C2O)C5=C(C=CC=C5)C=C1C6=CC=C([N+]([O-])=O)C=C6,1,-2.4428966,2.05201,4.6636715
521,OC1=C(C2=C(C=CC=C3)C3=CC(C4=CC=C(OC)C=C4)=C2O)C5=C(C=CC=C5)C=C1C6=CC=C(OC)C=C6,1,-2.4037826,2.0710943,4.6273913
522,OC1=[C@](C2=C(C=CC=C3)C3=CC(C)=C2O)C4=C(C=CC=C4)C=C1C,1,-2.3148081,1.6974852,4.6570992
523,OC1=C(C2=C(C=CC=C3)C3=CC(C4=CC=C(C)C=C4)=C2O)C5=C(C=CC=C5)C=C1C6=CC=C(C)C=C6,1,-2.472968,2.0240211,4.689704
524,OC1=C(C2=C(C=CC=C3)C3=CC(C4=C(C)C=C(C)C=C4C)=C2O)C5=C(C=CC=C5)C=[C@]1[C@]6=C(C)C=C(C)C=C6C,1,-2.4991636,1.9667369,4.708966
525,OC1=[C@](C2=C(CCCC3)C3=CC=C2O)C4=C(CCCC4)C=C1,2,-1.7261208,1.4293783,7.675858
526,OC1=C(C2=C(CCCC3)C3=CC(Br)=C2O)C4=C(CCCC4)C=C1Br,2,-1.7653819,1.4336263,7.6815734
527,OC1=C(C2=C(CCCC3)C3=CC(C4=CC=C(C5=CC=CC=C5)C=C4)=C2O)C6=C(CCCC6)C=C1C7=CC=C(C8=CC=CC=C8)C=C7,2,-1.8540848,1.475211,7.6687036
528,OC1=C(C2=C(CCCC3)C3=CC(C4=CC=C(OC)C=C4)=C2O)C5=C(CCCC5)C=C1C6=CC=C(OC)C=C6,2,-1.8946972,1.4746876,7.706436
529,OC1=C(C2=C(CCCC3)C3=CC(C4=CC=CC=C4)=C2O)C5=C(CCCC5)C=C1C6=CC=CC=C6,2,-1.8492554,1.4592457,7.6962276
530,OC1=C(C2=C(CCCC3)C3=CC(C4=CC=CC=C4)=C2O)C5=C(CCCC5)C=C1C6=CC=CC=C6,2,-1.8232732,1.4457219,7.675651
531,OC1=C(C2=C(CCCC3)C3=CC(C4=C(C=CC=C5)C5=CC=C4)=C2O)C6=C(CCCC6)C=C1C7=CC=CC8=C7C=CC=C8,2,-1.8744739,1.4642719,7.7153687
532,OC1=[C@](C2=C(CCCC3)C3=CC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C2O)C5=C(CCCC5)C=C1C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6,2,-1.8944917,1.5586253,7.481523
533,OC1=[C@](C2=C(CCCC3)C3=CC(C4=CC(C)=CC(C)=C4)=C2O)C5=C(CCCC5)C=C1C6=CC(C)=CC(C)=C6,2,-1.907246,1.4742153,7.721501
534,OC1=[C@](C2=C(CCCC3)C3=CC(C4=CC=C(C(F)(F)F)C=C4)=C2O)C5=C(CCCC5)C=C1C6=CC=C(C(F)(F)F)C=C6,2,-1.9014431,1.5489342,7.5711417
535,OC1=[C@](C2=C(CCCC3)C3=C[C@@]([C@@]4=C(C=CC=C5)C5=CC6=C4C=CC=C6)=C2O)C7=C(CCCC7)C=C1C8=C(C=CC=C9)C9=CC%10=C8C=CC=C%10,2,-1.8696634,1.463187,7.713964
536,OC1=C(C2=C(CCCC3)C3=CC(C4=C(C)C=C(C)C=C4C)=C2O)C5=C(CCCC5)C=[C@]1[C@]6=C(C)C=C(C)C=C6C,2,-1.9439698,1.4826425,7.7651696
537,OC1=[C@](C2=C(CCCC3)C3=CC(C4=C(C=CC=C5)C5=C(C=CC=C6)C6=C4)=C2O)C7=C(CCCC7)C=C1C8=CC(C=CC=C9)=C9C%10=C8C=CC=C%10,2,-1.8788073,1.4613466,7.729176
538,OC1=CC=CC2=C1[C@]3(CCC4=C3C(O)=CC=C4)CC2,2,-0.9675772,1.4388055,7.3826838
539,OC1=CC=CC2=C1[C@]3(CC(C)(C)C4=C3C(O)=CC=C4)CC2(C)C,2,-0.9487799,1.4927315,7.3639474
540,OC1=C(C2=CC(C=CC=C3)=C3C=C2)C=CC4=C1[C@]5(CCC6=C5C(O)=C(C7=CC=C(C=CC=C8)C8=C7)C=C6)CC4,2,-0.80936456,1.2266912,7.29287
541,OC1=C(Br)C=CC2=C1[C@]3(CCC4=C3C(O)=C(Br)C=C4)CC2,2,-0.9618577,1.4224447,7.3818455
542,CC1(C)O[C@@H](C(OC)=O)[C@H](C(OC)=O)O1,8,-3.4208667,-2.3096545,5.196127
543,CC1(C)O[C@@H](C(OCC)=O)[C@H](C(OCC)=O)O1,8,-3.4373198,-2.4023368,5.2595515
544,CC1(C)O[C@@H](C(C2=CC=CC=C2)(C3=CC=CC=C3)O)[C@H](C(C4=CC=CC=C4)(C5=CC=CC=C5)O)O1,0,8.700021,6.162348,6.248842
545,OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3[C@H](C(C4=CC=CC=C4)(C5=CC=CC=C5)O)OC6(CCCCC6)O3,0,8.699985,6.1624827,6.2487273
546,CC1(C2=CC=CC=C2)O[C@@H](C(C3=CC=CC=C3)(C4=CC=CC=C4)O)[C@H](C(C5=CC=CC=C5)(C6=CC=CC=C6)O)O1,0,8.699748,6.163072,6.2478924
547,CC1(C)O[C@@H](C(C2=CC(C=CC=C3)=C3C=C2)(C4=CC=C(C=CC=C5)C5=C4)O)[C@H](C(C6=CC=C(C=CC=C7)C7=C6)(C8=CC(C=CC=C9)=C9C=C8)O)O1,0,8.699973,6.1626234,6.2485414
548,CC1=C(C)C(C2=C(C)C(C)=CC(C(C)(C)C)=C2O)=C(O)C(C(C)(C)C)=C1,1,-2.1668332,1.6959738,4.8798413
549,OC[C@@H]1[C@H](CO)CCCC1,8,-3.000847,-2.565935,5.5528073
550,CC([C@@H](O)CC[C@H](O)C(C)C)C,8,-3.3037407,-2.3264225,5.276601
551,C[C@H](O)[C@@H](O)C,8,-3.388549,-2.273956,5.2012534
552,C1(C=CC=C2C3=N[C@@H](C4=CC=CC=C4)CO3)=C2OC5=C1C=CC=C5C6=N[C@@H](C7=CC=CC=C7)CO6,3,7.471129,1.340223,12.1845455
553,CC(C)[C@H]1COC(C2=CC=CC3=C2OC4=C3C=CC=C4C5=N[C@@H](C(C)C)CO5)=N1,3,7.429625,1.3609953,12.205894
554,C1(C=CC=C2C3=N[C@@H](C4=CC=CC=C4)[C@@H](C5=CC=CC=C5)O3)=C2OC6=C1C=CC=C6C7=N[C@@H](C8=CC=CC=C8)[C@@H](C9=CC=CC=C9)O7,9,8.624104,3.8982692,11.503592
555,CC(C)(C)[C@H]1COC(C2=CC=CC3=C2OC4=C3C=CC=C4C5=N[C@@H](C(C)(C)C)CO5)=N1,3,7.3525105,1.3229263,12.259443
556,C1(C=CC=C2C3=N[C@@H](CC4=CC=CC=C4)CO3)=C2OC5=C1C=CC=C5C6=N[C@@H](CC7=CC=CC=C7)CO6,3,7.542677,1.2506529,12.178305
557,C1(OC2=CC=CC=C2C3=N[C@@H](C4=CC=CC=C4)CO3)=CC=CC=C1C5=N[C@@H](C6=CC=CC=C6)CO5,3,7.544669,1.3913331,12.122764
558,CC(C)(C)[C@H]1COC(C2=CC=CC=C2NC3=CC=CC=C3C4=N[C@@H](C(C)(C)C)CO4)=N1,3,7.4137726,1.3929743,12.208931
559,CC(C)[C@H]1COC(C2=CC=CC=C2NC3=CC=CC=C3C4=N[C@@H](C(C)C)CO4)=N1,3,7.435772,1.3985171,12.197224
560,C1(NC2=CC=CC=C2C3=N[C@@H](C4=CC=CC=C4)CO3)=CC=CC=C1C5=N[C@@H](C6=CC=CC=C6)CO5,3,7.5333314,1.4240346,12.125745
561,C1(NC2=CC=CC=C2C3=N[C@@H](CC4=CC=CC=C4)CO3)=CC=CC=C1C5=N[C@@H](CC6=CC=CC=C6)CO5,3,7.4529977,1.3750635,12.192717
562,C1(NC2=CC=CC=C2C3=N[C@@H](C4=CC=CC=C4)[C@@H](C5=CC=CC=C5)O3)=CC=CC=C1C6=N[C@@H](C7=CC=CC=C7)[C@@H](C8=CC=CC=C8)O6,9,8.514655,3.8209774,11.378135
563,C1(C2=N[C@@H](CC3=CC=CC=C3)CO2)=NC(C4=NC(C5=N[C@@H](CC6=CC=CC=C6)CO5)=CC=C4)=CC=C1,3,8.659416,0.34412333,12.1176815
564,CC([C@H]1COC(C2=NC(C3=NC(C4=N[C@@H](C(C)(C)C)CO4)=CC=C3)=CC=C2)=N1)(C)C,7,10.1063595,-1.9557447,10.249017
565,CC(C)[C@@H](CO1)N=C1C2=CC=CC(C3=CC=CC(C4=N[C@@H](C(C)C)CO4)=N3)=N2,7,10.644452,-1.0999831,10.1346
566,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC(C4=NC(C5=N[C@@H](C6=CC=CC=C6)CO5)=CC=C4)=CC=C1,3,8.73701,0.32510954,12.740315
567,CC(C)[C@H]1COC(/C=C(N/2)/C3=C(C=CC=C3)C2=C\C4=N[C@@H](C(C)C)CO4)=N1,3,7.0235577,1.0010042,12.451638
568,CC(C)(C)[C@H]1COC(/C=C(N/2)/C3=C(C=CC=C3)C2=C\C4=N[C@@H](C(C)(C)C)CO4)=N1,3,7.110621,1.035041,12.389395
569,C1(/C(N/2)=C/C3=N[C@@H](CC4=CC=CC=C4)CO3)=C(C=CC=C1)C2=C\C5=N[C@@H](CC6=CC=CC=C6)CO5,3,7.1721597,1.0434014,12.349764
570,CC1=CC(/C(N/2)=C/C3=N[C@@H](C4=CC=CC=C4)CO3)=C(C=C1C)C2=C\C5=N[C@@H](C6=CC=CC=C6)CO5,3,7.072815,1.0319182,12.435892
571,CC(C)[C@H]1COC(/C=C(N/2)/C3=C(C=C(C)C(C)=C3)C2=C\C4=N[C@@H](C(C)C)CO4)=N1,3,7.0239744,0.9956441,12.479357
572,C1(/C(N/2)=C/C3=N[C@@H](C4=CC=CC=C4)CO3)=C(C=CC=C1)C2=C\C5=N[C@@H](C6=CC=CC=C6)CO5,3,7.139022,1.0261341,12.370404
573,CC(C)(C)[C@H]1COC(/C=C(O/2)/C3=C(C=CC=C3)C2=C\C4=N[C@@H](C(C)(C)C)CO4)=N1,3,7.110836,1.0628909,12.393155
574,C1(/C(O/2)=C/C3=N[C@@H](C4=CC=CC=C4)CO3)=C(C=CC=C1)C2=C\C5=N[C@@H](C6=CC=CC=C6)CO5,3,7.1400747,1.0272732,12.370076
575,CC(C1=CC2=C(C=C1)OC(C3=CC=C(C4=NC(C=C(C(C)(C)C)C=C5)=C5O4)S3)=N2)(C)C,1,-2.4036756,2.0859618,4.717844
576,C1(C2=NCCO2)=CC=CC(C3=NCCO3)=C1,7,10.411132,-1.0932982,10.612382
577,CC1=CC(C)=C(C2=N[C@@H](C(C)C)CO2)C=C1C3=N[C@@H](C(C)C)CO3,7,10.559388,-0.9247399,10.176312
578,CC(C)[C@H]1COC(C2=CC=CC(C3=N[C@@H](C(C)C)CO3)=C2)=N1,7,10.571588,-0.96481866,10.186115
579,BrC1=CC(C2=N[C@@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)N2)=CC(C5=N[C@@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)N5)=C1,9,8.817414,4.029079,11.736161
580,C1(C2=N[C@@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)N2)=CC=CC(C5=N[C@@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)N5)=C1,9,8.830841,4.007784,11.771967
581,CC1=CC=C(S(N2C(C3=CC=CC(C4=N[C@@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)N4S(C7=CC=C(C)C=C7)(=O)=O)=C3)=N[C@@H](C8=CC=CC=C8)[C@@H]2C9=CC=CC=C9)(=O)=O)C=C1,5,-0.03769593,6.6788597,6.119561
582,CC(C)[C@@H]1[C@H](C2=CC=CC=C2)OC(C3=CC=CC(C4=N[C@H](C(C)C)[C@H](C5=CC=CC=C5)O4)=N3)=N1,9,8.94778,4.0241685,12.1767645
583,CC(C)[C@@H]1[C@@H](C2=CC=CC=C2)OC(C3=CC=CC(C4=N[C@H](C(C)C)[C@@H](C5=CC=CC=C5)O4)=N3)=N1,9,8.948042,4.023085,12.175493
584,COC1=CC(C2=NCCO2)=NC(C3=NCCO3)=C1,7,10.391666,-1.0965168,10.642649
585,C1(C2=NCCO2)=CC=CC(C3=NCCO3)=N1,7,10.401537,-1.0942112,10.639807
586,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=CC=CC(C4=N[C@@H](C5=CC=CC=C5)CO4)=N1,3,8.757706,0.29080287,12.650413
587,C1(C2=N[C@H]3[C@H](CC4=C3C=CC=C4)O2)=CC=CC(C5=N[C@H](C(C=CC=C6)=C6C7)[C@H]7O5)=N1,9,9.102837,4.3696556,13.331184
588,ClC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1,1,-4.9989595,0.26268467,4.599517
589,CC(C)[C@@H]1COC(C2=CC=CC(C3=N[C@H](C(C)C)CO3)=N2)=N1,7,10.664925,-1.0075575,10.077537
590,CC(C)(C)[C@@H]1COC(C2=CC=CC(C3=N[C@H](C(C)(C)C)CO3)=N2)=N1,7,10.155017,-1.9272641,10.223515
591,CC(C)(C)C1=CC(C2=NC=CC(C(C)(C)C)=C2)=NC(C3=CC(C(C)(C)C)=CC=N3)=C1,1,-4.170792,0.4462992,5.2153687
592,BrC1=CC(C2=NC=CC=C2)=NC(C3=CC=CC=N3)=C1,1,-4.9691405,0.28757077,4.601467
593,C1(C2=N[C@H](CC3=CC=CC=C3)CO2)=CC=CC(C4=N[C@H](CC5=CC=CC=C5)CO4)=N1,3,8.6945095,0.31653988,12.115825
594,C1(C2=N[C@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)O2)=CC=CC(C5=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O5)=N1,9,8.953396,4.0179405,12.167511
595,C1(C2=CC=CC=N2)=CC(C3=CC=NC=C3)=CC(C4=NC=CC=C4)=N1,1,-5.025886,0.22887711,4.59224
596,CC(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NC(C4=CC=CC=N4)=C2,1,-4.9841886,0.24824896,4.626738
597,C[C@@H]1COC(C2=CC=CC(C3=N[C@H](C)CO3)=N2)=N1,7,10.725447,-1.0388056,9.959047
598,CC1=CC(C2=NC=CC(C)=C2)=NC(C3=CC(C)=CC=N3)=C1,1,-4.2906675,0.41347557,5.1125116
599,CC(C)[C@H](CO1)N=C1C2=NC(C3=CC=CC=N3)=CC=C2,7,10.485585,-1.2805684,10.202551
600,CC(C)(C)[C@H](CO1)N=C1C2=NC(C3=CC=CC=N3)=CC=C2,7,10.090739,-1.9145352,10.209396
601,O=S(C1=CC(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC(C4=N[C@@H](C5=CC=CC=C5)CO4)=C1)(C(C)C)=O,3,8.712788,0.35415632,12.761149
602,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=CC(OCC4=CC=CC=C4)=CC(C5=N[C@@H](C6=CC=CC=C6)CO5)=N1,3,8.740205,0.32675624,12.787141
603,FC(C1=CC(C(F)(F)F)=CC(COC2=CC(C3=N[C@@H](C4=CC=CC=C4)CO3)=NC(C5=N[C@@H](C6=CC=CC=C6)CO5)=C2)=C1)(F)F,3,8.83565,0.23738478,12.894181
604,CC1=CC=C(S(N2C(C3=CC=CC(C4=N[C@@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)N4S(C7=CC=C(C)C=C7)(=O)=O)=N3)=N[C@@H](C8=CC=CC=C8)[C@@H]2C9=CC=CC=C9)(=O)=O)C=C1,5,-0.03838557,6.6752625,6.1206403
605,C1(C2=N[C@@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)N2)=CC=CC(C5=N[C@@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)N5)=N1,9,8.852431,3.9893734,11.796845
606,CC(C)C[C@@H](CO1)N=C1C2=NC(C3=N[C@@H](CC(C)C)CO3)=CC=C2,7,10.733929,-1.0345132,9.981916
607,C1(C2=CC=CC=N2)=CC=CC(C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N1,9,9.096122,4.3653693,13.339912
608,CC(C1=CC(C(C)(C)C)=CC([C@H](CO2)N=C2C3=NC(C4=N[C@H](C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)CO4)=CC=C3)=C1)(C)C,3,8.859639,0.21725449,12.913546
609,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=CC(OCC4=CC=CC5=C4C=CC=C5)=CC(C6=N[C@@H](C7=CC=CC=C7)CO6)=N1,3,8.764447,0.30239564,12.80731
610,O=P(OC(CC)CC)(OC(CC)CC)C1=CC(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC(C4=N[C@@H](C5=CC=CC=C5)CO4)=C1,3,8.738608,0.32918474,12.793544
611,O=S(C1=CC(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC(C4=N[C@@H](C5=CC=CC=C5)CO4)=C1)(C6=CC=CC=C6)=O,3,8.720372,0.34511843,12.757135
612,O=C(NC1=C(C2=NC(C)(C)CO2)C=CC=C1)C3=CC=C(C=CC=C4)C4=N3,3,7.268317,1.4346308,12.273576
613,C1(C2=N[C@@H](C3CCCCC3)CO2)=CC=CC(C4=N[C@@H](C5CCCCC5)CO4)=N1,7,10.871267,-0.9504856,9.775025
614,CC[C@@H](CO1)N=C1C2=NC(C3=N[C@@H](CC)CO3)=CC=C2,7,10.754221,-1.0225977,9.944983
615,O=C(C1=CC=CC=N1)N[C@H]2CCCC[C@@H]2NC(C3=NC=CC=C3)=O,8,-2.8496323,-2.4277554,5.8522954
